,pincode,state,latitude,longitude
1266,431212,Maharashtra,19.4113,75.7636
1267,431213,Maharashtra,19.8055,76.0428
1268,431214,Maharashtra,19.8385,76.0775
1269,431215,Maharashtra,20.1143,78.893
1270,431401,Maharashtra,19.2762,76.7721
1271,431402,Maharashtra,19.199,76.8373
1272,431501,Maharashtra,19.5502,76.2317
1273,431502,Maharashtra,19.531,76.3343
1274,431503,Maharashtra,19.4655,76.4723
1275,431504,Maharashtra,19.7423,76.3865
1276,431505,Maharashtra,19.3202,76.5428
1277,431506,Maharashtra,19.2536,76.3665
1278,431507,Maharashtra,19.3632,76.1961
1279,431508,Maharashtra,19.4745,76.6976
1280,431509,Maharashtra,19.6054,76.7118
1281,431510,Maharashtra,19.735,76.6749
1282,431511,Maharashtra,19.1851,77.0487
1283,431512,Maharashtra,19.3671,77.1529
1284,431513,Maharashtra,19.8003,77.1474
1285,431514,Maharashtra,18.9158,76.7381
1286,431515,Maharashtra,18.8803,76.4565
1287,431516,Maharashtra,19.0122,76.558
1288,431517,Maharashtra,18.7455,76.2862
1289,431518,Maharashtra,18.6346,76.2044
1290,431519,Maharashtra,18.7278,76.5421
1291,431520,Maharashtra,18.8673,76.518
1292,431521,Maharashtra,19.1172,76.6936
1293,431522,Maharashtra,18.6049,76.6482
1294,431523,Maharashtra,18.6267,76.3636
1295,431530,Maharashtra,18.9004,76.4691
1296,431536,Maharashtra,18.8778,76.8922
1297,431537,Maharashtra,19.3108,76.6519
1298,431540,Maharashtra,19.3883,76.7901
1299,431541,Maharashtra,19.1494,76.5266
1300,431542,Maharashtra,19.827,76.7761
1301,431601,Maharashtra,19.1474,77.3048
1302,431602,Maharashtra,19.1523,77.2346
1303,431603,Maharashtra,19.1087,77.3449
1304,431604,Maharashtra,19.1627,77.3446
1305,431605,Maharashtra,19.2181,77.2572
1306,431606,Maharashtra,19.0891,77.247
1307,431701,Maharashtra,19.4686,77.3689
1308,431702,Maharashtra,19.6551,77.3005
1309,431703,Maharashtra,19.8772,76.9836
1310,431704,Maharashtra,19.3034,77.379
1311,431705,Maharashtra,19.527,77.0263
1312,431707,Maharashtra,18.9819,77.31
1313,431708,Maharashtra,18.9435,77.1005
1314,431709,Maharashtra,18.9205,77.5397
1315,431710,Maharashtra,18.7762,77.6709
1316,431711,Maharashtra,18.7877,77.7839
1317,431712,Maharashtra,19.462,77.5972
1318,431713,Maharashtra,19.3451,77.6043
1319,431714,Maharashtra,18.8302,77.2378
1320,431715,Maharashtra,18.621,77.3894
1321,431716,Maharashtra,18.6679,77.234
1322,431717,Maharashtra,18.584,77.559
1323,431718,Maharashtra,18.4453,77.4877
1324,431719,Maharashtra,18.4468,77.3618
1325,431720,Maharashtra,19.0136,76.9727
1326,431721,Maharashtra,19.8171,77.9905
1327,431722,Maharashtra,18.82,77.4636
1328,431723,Maharashtra,18.6028,77.6881
1329,431731,Maharashtra,18.7025,77.7241
1330,431736,Maharashtra,18.7184,77.5825
1331,431741,Maharashtra,18.3246,77.4687
1332,431742,Maharashtra,18.741,77.1427
1333,431743,Maharashtra,19.6019,77.5459
1334,431745,Maharashtra,19.2352,77.4649
1335,431746,Maharashtra,18.8623,77.3556
1336,431750,Maharashtra,19.2921,77.2618
1337,431801,Maharashtra,19.2007,77.7306
1338,431802,Maharashtra,19.3972,77.8531
1339,431803,Maharashtra,19.3519,78.08
1340,431804,Maharashtra,19.6786,78.1802
1341,431805,Maharashtra,19.8089,78.2358
1342,431806,Maharashtra,19.0944,77.4623
1343,431807,Maharashtra,19.0383,77.6425
1344,431808,Maharashtra,18.9434,77.7404
1345,431809,Maharashtra,18.8754,77.8396
1346,431810,Maharashtra,19.4651,78.1591
1347,431811,Maharashtra,19.5323,78.2407
1348,440001,Maharashtra,21.1569,79.0688
1349,440002,Maharashtra,21.1695,79.1126
1350,440003,Maharashtra,21.1258,79.0898
1351,440004,Maharashtra,21.1695,79.0911
1352,440005,Maharashtra,21.0797,79.0552
1353,440006,Maharashtra,21.1661,79.0511
1354,440007,Maharashtra,21.1595,79.0304
1355,440008,Maharashtra,21.1514,79.1326
1356,440009,Maharashtra,21.1326,79.1149
1357,440010,Maharashtra,21.136,79.06
1358,440012,Maharashtra,21.1376,79.0824
1359,440013,Maharashtra,21.1785,79.0379
1360,440014,Maharashtra,21.1865,79.0902
1361,440015,Maharashtra,21.1089,79.0747
1362,440016,Maharashtra,21.0958,78.9765
1363,440017,Maharashtra,21.1685,79.1057
1364,440018,Maharashtra,21.1472,79.0961
1365,440019,Maharashtra,21.0843,79.0174
1366,440020,Maharashtra,21.1238,79.0665
1367,440021,Maharashtra,21.1338,78.9804
1368,440022,Maharashtra,21.1142,79.0435
1369,440023,Maharashtra,21.1042,78.824
1370,440024,Maharashtra,21.1153,79.1132
1371,440025,Maharashtra,21.0986,79.0634
1372,440026,Maharashtra,21.2006,79.1044
1373,440027,Maharashtra,21.1074,79.094
1374,440028,Maharashtra,21.1209,78.9896
1375,440030,Maharashtra,21.188,79.0754
1376,440032,Maharashtra,21.1438,79.1101
1377,440033,Maharashtra,21.1384,79.0294
1378,440034,Maharashtra,21.0952,79.1231
1379,440035,Maharashtra,21.1435,79.1647
1380,440036,Maharashtra,21.1091,79.0253
1381,440037,Maharashtra,21.0847,79.0958
1382,441001,Maharashtra,21.2192,79.1343
1383,441002,Maharashtra,21.2129,79.2034
1384,441101,Maharashtra,21.4835,78.9852
1385,441102,Maharashtra,21.2981,79.1526
1386,441103,Maharashtra,21.1367,78.6519
1387,441104,Maharashtra,21.2057,79.41
1388,441105,Maharashtra,21.4591,79.1406
1389,441106,Maharashtra,21.3875,79.3777
1390,441107,Maharashtra,21.4187,78.8396
1391,441108,Maharashtra,20.9279,79.0258
1392,441109,Maharashtra,21.2747,79.1228
1393,441110,Maharashtra,20.9956,78.8556
1394,441111,Maharashtra,21.238,79.0722
1395,441112,Maharashtra,21.4591,78.9019
1396,441113,Maharashtra,21.3262,79.0284
1397,441114,Maharashtra,20.9974,78.9906
1398,441115,Maharashtra,20.7706,79.0178
1399,441117,Maharashtra,21.348,78.9024
1400,441122,Maharashtra,20.9102,78.9229
1401,441123,Maharashtra,20.8033,79.2984
1402,441201,Maharashtra,20.7345,79.3926
1403,441202,Maharashtra,21.0147,79.3363
1404,441203,Maharashtra,20.8491,79.2033
1405,441204,Maharashtra,21.0509,79.1857
1406,441205,Maharashtra,20.5993,79.687
1407,441206,Maharashtra,20.4911,79.8531
1408,441207,Maharashtra,20.6191,80.0222
1409,441208,Maharashtra,20.4726,80.0226
1410,441209,Maharashtra,20.6136,80.3771
1411,441210,Maharashtra,20.9637,79.5189
1412,441212,Maharashtra,20.1527,79.7119
1413,441214,Maharashtra,20.684,79.206
1414,441215,Maharashtra,20.2398,79.8538
1415,441217,Maharashtra,20.4193,80.1651
1416,441221,Maharashtra,20.4654,79.6443
1417,441222,Maharashtra,20.2523,79.6349
1418,441223,Maharashtra,20.3165,79.5285
1419,441224,Maharashtra,20.0337,79.5418
1420,441225,Maharashtra,20.0771,79.8655
1421,441226,Maharashtra,19.9378,79.7313
1422,441227,Maharashtra,20.097,79.9116
1423,441301,Maharashtra,21.3279,78.3514
1424,441302,Maharashtra,21.2783,78.6377
1425,441303,Maharashtra,21.4697,78.4507
1426,441304,Maharashtra,21.4491,78.5296
1427,441305,Maharashtra,21.3191,78.4642
1428,441306,Maharashtra,21.43,78.6651
1429,441401,Maharashtra,21.5711,79.3449
1430,441404,Maharashtra,21.2485,79.2558
1431,441406,Maharashtra,21.3959,79.2494
1432,441408,Maharashtra,21.6327,79.3644
1433,441409,Maharashtra,21.485,79.3482
1434,441501,Maharashtra,21.2286,78.9253
1435,441502,Maharashtra,21.3273,78.8121
1436,441504,Maharashtra,21.3073,79.0982
1437,441601,Maharashtra,21.5304,80.2466
1438,441604,Maharashtra,21.5111,80.0499
1439,441614,Maharashtra,21.4953,80.162
1440,441701,Maharashtra,20.7939,80.009
1441,441702,Maharashtra,20.8322,80.1668
1442,441801,Maharashtra,21.3045,80.2053
1443,441802,Maharashtra,21.1064,79.9793
1444,441803,Maharashtra,20.7478,79.8515
1445,441804,Maharashtra,21.1012,79.8472
1446,441805,Maharashtra,20.8525,79.8659
1447,441806,Maharashtra,21.0584,80.1154
1448,441807,Maharashtra,21.1409,80.1732
1449,441808,Maharashtra,20.9623,79.9767
1450,441809,Maharashtra,20.9691,79.8619
1451,441811,Maharashtra,20.8967,79.8629
1452,441901,Maharashtra,20.9764,80.375
1453,441902,Maharashtra,21.3648,80.3648
1454,441903,Maharashtra,20.9161,79.6943
1455,441904,Maharashtra,21.1826,79.6496
1456,441905,Maharashtra,21.2343,79.73
1457,441906,Maharashtra,21.1448,79.5751
1458,441907,Maharashtra,21.5555,79.7151
1459,441908,Maharashtra,20.8609,79.7137
1460,441909,Maharashtra,21.316,79.6248
1461,441910,Maharashtra,20.7589,79.6472
1462,441911,Maharashtra,21.3802,79.9545
1463,441912,Maharashtra,21.464,79.6242
1464,441913,Maharashtra,21.3383,79.7516
1465,441914,Maharashtra,21.3815,79.6034
1466,441915,Maharashtra,21.4785,79.8251
1467,441916,Maharashtra,21.2874,80.5286
1468,441917,Maharashtra,21.2772,79.8106
1469,441918,Maharashtra,21.5821,79.7548
1470,441919,Maharashtra,21.3318,79.9197
1471,441920,Maharashtra,21.5654,79.7821
1472,441923,Maharashtra,21.3193,79.8716
1473,441924,Maharashtra,21.0656,79.7043
1474,442001,Maharashtra,20.741,78.5275
1475,442003,Maharashtra,20.7563,78.6246
1476,442005,Maharashtra,20.7514,78.6002
1477,442006,Maharashtra,20.7321,78.629
1478,442101,Maharashtra,20.5707,78.4967
1479,442102,Maharashtra,20.6926,78.774
1480,442103,Maharashtra,20.8667,78.5271
1481,442104,Maharashtra,20.8852,78.6807
1482,442105,Maharashtra,20.826,78.8671
1483,442106,Maharashtra,20.9257,78.4558
1484,442107,Maharashtra,20.7304,78.5843
1485,442110,Maharashtra,20.7786,78.8327
1486,442111,Maharashtra,20.7863,78.641
1487,442201,Maharashtra,21.0009,78.2466
1488,442202,Maharashtra,21.2348,78.1773
1489,442203,Maharashtra,21.114,78.4354
1490,442204,Maharashtra,21.1392,78.2302
1491,442301,Maharashtra,20.5234,78.8422
1492,442302,Maharashtra,20.8064,78.322
1493,442303,Maharashtra,20.7147,78.3358
1494,442304,Maharashtra,20.5723,78.7022
1495,442305,Maharashtra,20.6105,79.0196
1496,442306,Maharashtra,20.6166,78.3105
1497,442307,Maharashtra,20.4038,78.7478
1498,442401,Maharashtra,19.9655,79.3025
1499,442402,Maharashtra,19.9311,79.2663
1500,442403,Maharashtra,19.9269,79.3659
1501,442404,Maharashtra,20.0594,79.3252
1502,442406,Maharashtra,20.0039,79.232
1503,442501,Maharashtra,20.1283,79.1935
1504,442502,Maharashtra,19.9706,79.3069
1505,442503,Maharashtra,20.1422,79.0001
1506,442504,Maharashtra,18.8793,80.1049
1507,442505,Maharashtra,19.9488,79.1711
1508,442506,Maharashtra,19.8785,79.626
1509,442507,Maharashtra,19.8997,79.3036
1510,442603,Maharashtra,19.9451,79.925
1511,442604,Maharashtra,19.8338,80.0441
1512,442605,Maharashtra,20.1333,80.0854
1513,442606,Maharashtra,20.2394,80.3544
1514,442701,Maharashtra,19.8473,79.5628
1515,442702,Maharashtra,19.667,79.6308
1516,442703,Maharashtra,19.4603,80.1206
1517,442704,Maharashtra,19.7157,80.381
1518,442705,Maharashtra,19.3967,80.0035
1519,442706,Maharashtra,19.8348,79.3219
1520,442707,Maharashtra,19.7545,79.8518
1521,442709,Maharashtra,19.1517,80.1417
1522,442710,Maharashtra,19.4174,80.5531
1523,442901,Maharashtra,19.8663,79.3399
1524,442902,Maharashtra,20.1044,79.1177
1525,442903,Maharashtra,20.5266,79.3861
1526,442904,Maharashtra,20.4151,79.4633
1527,442905,Maharashtra,19.6971,79.3636
1528,442906,Maharashtra,20.2306,79.2885
1529,442907,Maharashtra,20.351,79.0434
1530,442908,Maharashtra,19.6402,79.1382
1531,442910,Maharashtra,20.3118,78.8547
1532,442912,Maharashtra,20.4009,78.8751
1533,442914,Maharashtra,20.2917,79.0615
1534,442916,Maharashtra,19.7349,78.9911
1535,442917,Maharashtra,19.8308,79.1438
1536,442918,Maharashtra,19.9371,79.601
1537,442919,Maharashtra,19.6695,80.0318
1538,443001,Maharashtra,20.3891,76.0127
1539,443002,Maharashtra,20.4845,76.2076
1540,443101,Maharashtra,20.8467,76.1341
1541,443102,Maharashtra,20.774,76.1869
1542,443103,Maharashtra,20.6456,76.2042
1543,443104,Maharashtra,20.634,76.058
1544,443105,Maharashtra,20.525,76.1186
1545,443106,Maharashtra,20.6069,76.2242
1546,443112,Maharashtra,20.9624,76.2142
1547,443201,Maharashtra,20.1622,76.2756
1548,443202,Maharashtra,20.1558,76.3968
1549,443203,Maharashtra,19.9652,76.2092
1550,443204,Maharashtra,20.0337,76.0896
1551,443206,Maharashtra,20.0842,76.1936
1552,443209,Maharashtra,20.0293,76.3744
1553,443301,Maharashtra,20.2564,76.5735
1554,443302,Maharashtra,19.9714,76.525
1555,443303,Maharashtra,20.2302,76.7508
1556,443304,Maharashtra,20.2866,76.5435
1557,443305,Maharashtra,20.1609,76.6663
1558,443306,Maharashtra,20.1926,76.4913
1559,443307,Maharashtra,20.0955,76.5126
1560,443308,Maharashtra,19.9562,76.312
1561,443401,Maharashtra,20.9072,76.3487
1562,443402,Maharashtra,21.0498,76.5336
1563,443403,Maharashtra,20.9903,76.4305
1564,443404,Maharashtra,20.8257,76.4194
1565,443405,Maharashtra,20.8418,76.3112
1566,443406,Maharashtra,21.086,76.4949
1567,444001,Maharashtra,20.7331,76.9977
1568,444002,Maharashtra,20.6125,76.9686
1569,444003,Maharashtra,20.8086,77.1127
1570,444004,Maharashtra,20.6513,77.0149
1571,444005,Maharashtra,20.725,77.0439
1572,444006,Maharashtra,20.8228,76.9721
1573,444101,Maharashtra,21.0674,77.0772
1574,444102,Maharashtra,20.708,77.2054
1575,444103,Maharashtra,21.1391,76.8693
1576,444104,Maharashtra,20.69,77.09
1577,444105,Maharashtra,20.5075,77.5045
1578,444106,Maharashtra,20.779,77.5
1579,444107,Maharashtra,20.724,77.3578
1580,444108,Maharashtra,20.9827,76.8693
1581,444109,Maharashtra,20.7598,76.8602
1582,444110,Maharashtra,20.6485,77.5439
1583,444111,Maharashtra,20.8854,77.0965
1584,444115,Maharashtra,20.7538,77.5844
1585,444117,Maharashtra,21.021,76.9885
1586,444125,Maharashtra,20.9091,76.974
1587,444126,Maharashtra,21.1079,76.9645
1588,444129,Maharashtra,21.0966,76.7959
1589,444201,Maharashtra,20.9672,76.7138
1590,444202,Maharashtra,21.0339,76.6639
1591,444203,Maharashtra,20.805,76.6809
1592,444204,Maharashtra,21.1585,76.7088
1593,444301,Maharashtra,20.3287,76.3283
1594,444302,Maharashtra,20.6565,76.8381
1595,444303,Maharashtra,20.5912,76.588
1596,444304,Maharashtra,20.8407,76.573
1597,444306,Maharashtra,20.6465,76.3989
1598,444307,Maharashtra,20.4567,76.4464
1599,444311,Maharashtra,20.859,76.798
1600,444312,Maharashtra,20.7839,76.5249
1601,444401,Maharashtra,20.5442,77.0754
1602,444402,Maharashtra,20.388,77.2455
1603,444403,Maharashtra,20.3114,77.3651
1604,444404,Maharashtra,20.202,77.5374
1605,444405,Maharashtra,20.4725,77.1619
1606,444407,Maharashtra,20.5447,77.2693
1607,444409,Maharashtra,20.1627,77.3422
1608,444501,Maharashtra,20.4555,76.8489
1609,444502,Maharashtra,20.594,76.8644
1610,444503,Maharashtra,20.2497,76.9928
1611,444504,Maharashtra,20.0868,76.8189
1612,444505,Maharashtra,20.1049,77.1585
1613,444506,Maharashtra,19.9854,76.7332
1614,444507,Maharashtra,20.0069,77.2899
1615,444510,Maharashtra,20.0279,76.9489
1616,444511,Maharashtra,20.3816,76.8561
1617,444512,Maharashtra,20.3358,76.9335
1618,444601,Maharashtra,20.9361,77.7555
1619,444602,Maharashtra,20.8784,77.5814
1620,444603,Maharashtra,20.9629,77.7704
1621,444604,Maharashtra,20.954,77.7364
1622,444605,Maharashtra,20.9067,77.6962
1623,444606,Maharashtra,20.9231,77.7722
1624,444607,Maharashtra,20.8827,77.7396
1625,444609,Maharashtra,20.9792,77.8256
1626,444701,Maharashtra,20.7481,77.7148
1627,444702,Maharashtra,21.4823,76.9459
1628,444704,Maharashtra,21.2144,77.7093
1629,444705,Maharashtra,21.1662,77.2545
1630,444706,Maharashtra,20.9583,77.2074
1631,444707,Maharashtra,21.1981,77.9516
1632,444708,Maharashtra,20.6569,77.8259
1633,444709,Maharashtra,20.7929,78.1475
1634,444710,Maharashtra,20.6795,78.0943
1635,444711,Maharashtra,20.8262,78.2503
1636,444713,Maharashtra,21.099,77.3515
1637,444717,Maharashtra,21.3278,77.3227
1638,444718,Maharashtra,21.1972,77.8193
1639,444719,Maharashtra,21.4598,76.7961
1640,444720,Maharashtra,21.3471,77.7879
1641,444723,Maharashtra,21.2455,77.6139
1642,444726,Maharashtra,21.222,77.9333
1643,444728,Maharashtra,20.9742,77.3545
1644,444801,Maharashtra,21.0328,77.6956
1645,444802,Maharashtra,20.9818,77.4957
1646,444803,Maharashtra,20.9413,77.3106
1647,444804,Maharashtra,21.0899,77.5335
1648,444805,Maharashtra,21.3531,77.5149
1649,444806,Maharashtra,21.222,77.5091
1650,444807,Maharashtra,21.4343,77.2766
1651,444808,Maharashtra,21.2378,77.3724
1652,444809,Maharashtra,21.3301,77.6102
1653,444810,Maharashtra,21.337,77.6892
1654,444811,Maharashtra,21.0423,77.4591
1655,444812,Maharashtra,21.49,78.1868
1656,444813,Maharashtra,21.5341,77.2155
1657,444814,Maharashtra,20.9617,77.4512
1658,444815,Maharashtra,21.0051,77.5591
1659,444818,Maharashtra,21.0337,77.3275
1660,444819,Maharashtra,21.0531,77.1835
1661,444827,Maharashtra,21.14,77.5844
1662,444901,Maharashtra,21.0701,77.9049
1663,444902,Maharashtra,20.9878,78.0136
1664,444903,Maharashtra,21.0847,78.085
1665,444904,Maharashtra,20.8035,77.9443
1666,444905,Maharashtra,21.3189,77.9577
1667,444906,Maharashtra,21.4365,78.3363
1668,444907,Maharashtra,21.549,78.3213
1669,444908,Maharashtra,21.4079,78.1694
1670,444909,Maharashtra,20.9282,78.0512
1671,444910,Maharashtra,21.3514,77.9011
1672,444911,Maharashtra,21.5076,78.3433
1673,444913,Maharashtra,21.3599,78.1949
1674,444914,Maharashtra,21.4118,78.0734
1675,444915,Maharashtra,21.1216,77.8435
1676,444921,Maharashtra,21.1293,77.7421
1677,445001,Maharashtra,20.4676,78.0734
1678,445002,Maharashtra,20.345,78.2045
1679,445101,Maharashtra,20.5733,78.1674
1680,445102,Maharashtra,20.489,77.848
1681,445103,Maharashtra,20.0184,77.9802
1682,445105,Maharashtra,20.187,78.0214
1683,445106,Maharashtra,19.9412,78.1356
1684,445109,Maharashtra,20.1813,78.138
1685,445110,Maharashtra,20.2082,77.8602
1686,445201,Maharashtra,20.3132,77.9091
1687,445202,Maharashtra,20.3177,77.7027
1688,445203,Maharashtra,20.095,77.7579
1689,445204,Maharashtra,19.9514,77.6639
1690,445205,Maharashtra,19.7522,77.7427
1691,445206,Maharashtra,19.5632,77.7385
1692,445207,Maharashtra,19.5824,78.0085
1693,445208,Maharashtra,20.3581,77.8993
1694,445209,Maharashtra,19.7523,77.4613
1695,445210,Maharashtra,20.4258,77.6675
1696,445211,Maharashtra,19.7011,77.5613
1697,445213,Maharashtra,19.6789,77.6177
1698,445215,Maharashtra,19.8846,77.473
1699,445216,Maharashtra,19.912,77.5754
1700,445230,Maharashtra,19.6802,77.8855
1701,445301,Maharashtra,20.1007,78.2946
1702,445302,Maharashtra,20.0351,78.554
1703,445303,Maharashtra,20.1339,78.7824
1704,445304,Maharashtra,19.9601,78.8974
1705,445305,Maharashtra,19.8618,78.5991
1706,445306,Maharashtra,19.9455,78.3462
1707,445307,Maharashtra,19.8607,79.0278
1708,445308,Maharashtra,20.2359,78.6775
1709,445319,Maharashtra,19.7913,78.8478
1710,445323,Maharashtra,20.2565,78.454
1711,445401,Maharashtra,20.4506,78.3553
1712,445402,Maharashtra,20.3679,78.5627
